internal idx,feature idx,unit idx top,unit idx bottom,image idx top,image idx bottom,col idx top,row idx top,col idx bottom,row idx bottom,number of outliers,ranksum,median,mean,ttest,mestimation,NUM,ROW,COL,FeatSize,NumCirc,NumTri,NumLine,CircDiam,TriSize,LineLen,RotSD,FCP,CCDunsc,WN0.1,WN0.2,WN0.3,WN0.4,WN0.5,WN0.7,WN1,WN1.5,WN2,WN3,WN4,FCPLOG,DC,DT,DL,TriArea,CircArea,LineArea,TA,CA,LA,ROT,CCD,FCPN01,FCPN03,FCPLOGN0.1,FCPLOGN0.3,Split
461,52,2060,4271,2257,85,14,32,47,65,12,0.481511,4358.74,4449.93,0.448387,4671.91,52,1,19,28,0,2,12,6.55781,8.256,20.6735,140.192,0.520651,2,0.016899,0.028734,0.009869,0.0094,0.009791,0.004404,0.003226,0.002742,0.002215,0.001596,0.001635,0.082649,0,0.00255102,0.0153061,52.4449,33.776,62.0204,0.133788,0,0.949291,2.32461,0.0505076,0.547222,0.515794,0.189453,0.0631974,1
462,19,2126,4337,2230,46,14,33,47,66,11,2.23114,4920.85,5226.65,1.87984,4299.26,19,0,19,20,2,0,5,4.65653,3.32641,13.3519,48.3779,0.414625,2,0.080683,0.047742,0.012753,0.007442,0.014444,0.00594,0.005007,0.004286,0.003443,0.002445,0.002348,-0.344878,0.005,0,0.0125,8.51366,17.03,40.0556,0,0.0851501,0.500695,0.483779,0.0707107,0.361688,0.300327,-0.568047,-0.845739,1
463,1073,15,2226,4341,2159,15,1,48,34,8,-0.602137,4089,4022.53,-1.26826,4131.65,1073,32,18,10,3,2,0,3.72727,3.29696,5.6729,90.4072,0.2888,2,0.30925,0.031912,0.016201,0.03244,0.016639,0.015996,0.009438,0.005614,0.004684,0.003521,0.003717,-0.901219,0.03,0.02,0,8.36356,10.9112,17.0187,0.167271,0.327336,0,0.904072,0.141421,0.299622,0.175866,-0.849097,-1.54461,1
464,1040,81,2292,4238,2064,15,2,48,35,8,-0.838007,3522.39,4117.6,-0.502953,3936.86,1040,31,18,20,0,0,8,5.55834,4.61971,4.98924,38.2295,0.257775,8,0.041618,0.113198,0.024472,0.016122,0.032082,0.011952,0.008328,0.00678,0.005865,0.004297,0.004629,-1.05757,0,0,0.02,16.4208,24.265,14.9677,0,0,0.299354,0.669017,0.282843,0.179811,0.251184,-1.51763,-1.09231,1
465,1007,147,2358,4209,2027,15,3,48,36,3,0.789971,4235,4495.89,0.719667,4003.26,1007,30,18,28,0,0,4,4.59282,7.52719,6.78694,38.3107,0.10199,2,0.073184,0.083897,0.015815,0.017734,0.030602,0.007938,0.005859,0.007139,0.005709,0.004246,0.003528,-2.17531,0,0,0.00510204,43.5944,16.5672,20.3608,0,0,0.103882,0.146597,0.0505076,0.01,0.606639,-4.59512,0.433208,1
466,974,213,2424,4106,1932,15,4,48,37,12,-2.34415,3481.06,3821.04,-1.08712,3855.1,974,29,18,10,0,3,0,3.82127,3.2785,5.74288,95.9042,0.2268,4,0.128497,0.087771,0.040936,0.051852,0.021704,0.019042,0.013535,0.010467,0.00831,0.006736,0.006873,-1.22647,0,0.03,0,8.27017,11.4684,17.2286,0.248105,0,0,1.91808,0.282843,0.41287,0.21217,-0.352114,-1.31189,1
467,941,279,2490,4077,1895,15,5,48,38,12,0.0903941,4087.65,4230.13,-0.251949,4099.12,941,28,18,10,1,1,1,3.23419,3.00661,7.40166,18.5356,0.3227,2,0.361118,0.06132,0.031895,0.029894,0.012587,0.013028,0.007073,0.006085,0.004997,0.003814,0.003759,-0.741391,0.01,0.01,0.01,6.95533,8.21527,22.205,0.0695533,0.0821527,0.22205,0.185356,0.141421,0.358833,0.306789,-0.580433,-0.815173,1
468,908,345,2556,3974,1800,15,6,48,39,4,-1.58628,3758.33,3852.05,-1.75138,4280.03,908,27,18,20,4,0,2,7.27037,5.20308,9.52815,47.8294,0.442725,2,0.113455,0.033459,0.009003,0.011525,0.009466,0.005795,0.005069,0.003063,0.002376,0.001871,0.001862,-0.23011,0.01,0,0.005,20.8298,41.5148,28.5844,0,0.415148,0.142922,0.119574,0.0707107,0.439523,0.421398,-0.243099,-0.317036,1
469,875,411,2622,3945,1763,15,7,48,40,8,-0.939856,3786.39,4034.13,-1.07725,4007.15,875,26,18,10,4,0,0,3.55839,3.10276,5.99971,161.217,0.3287,2,0.282326,0.093823,0.027146,0.02003,0.021472,0.011476,0.008571,0.005456,0.004966,0.003722,0.003701,-0.714071,0.04,0,0,7.40732,9.94484,17.9991,0,0.397794,0,0,0.141421,0.255804,0.849317,-1.06789,1.72925,1
470,842,477,2688,3842,1668,15,8,48,41,11,2.11073,4582.5,4943.52,1.84097,4682.96,842,25,18,20,0,10,0,9.79927,7.9768,4.17277,156.235,0.4836,2,0.027338,0.02764,0.015075,0.011406,0.010265,0.007223,0.005179,0.003554,0.002845,0.002153,0.002194,-0.0656235,0,0.025,0,48.9578,75.4184,12.5183,1.22394,0,0,3.51528,0.0707107,0.480499,0.270553,-0.0780444,-0.991818,1
471,809,543,2754,3813,1631,15,9,48,42,9,0.761033,4651,4581.64,0.900396,4132.96,809,24,18,10,0,1,2,3.25319,3.80651,6.47754,6.02404,0.4662,2,0.155029,0.028833,0.040148,0.02793,0.019364,0.011198,0.008612,0.006171,0.005121,0.004006,0.003872,-0.135407,0,0.01,0.02,11.1485,8.31204,19.4326,0.111485,0,0.388652,0.120481,0.141421,0.359021,0.487361,-0.579614,-0.0505686,1
472,776,609,2820,3710,1536,15,10,48,43,6,-1.427,3715.62,3865.34,-1.59025,4170.12,776,23,18,28,0,11,1,3.56124,5.57548,5.46053,124.018,0.317921,8,0.066318,0.015678,0.027405,0.0178,0.015208,0.011568,0.008241,0.005693,0.004377,0.003355,0.003422,-0.763343,0,0.0140306,0.00127551,23.9182,9.96074,16.3816,0.335587,0,0.0208949,1.74004,0.202031,0.348696,0.551148,-0.624776,0.205312,1
473,743,675,2886,3681,1499,15,11,48,44,5,-1.97457,3563,3680.71,-3.44769,3762.7,743,22,18,28,7,0,0,3.34915,7.6511,3.49436,134.144,0.0771811,4,0.039066,0.122545,0.042298,0.0088,0.045229,0.007915,0.007756,0.008481,0.005179,0.004851,0.004861,-2.48128,0.00892857,0,0,45.0414,8.80967,10.4831,0,0.0786578,0,0,0.101015,0.01,0.336637,-4.59512,-0.678315,1
474,710,741,2952,3578,1404,15,12,48,45,7,0.642369,4285.86,4321.16,0.128387,4084.67,710,21,18,10,0,4,0,3.98482,3.49085,4.89905,4.53429,0.2915,2,0.374003,0.01291,0.034902,0.028592,0.022907,0.017639,0.013984,0.010092,0.006111,0.00509,0.005768,-0.88811,0,0.04,0,9.37621,12.4712,14.6971,0.375049,0,0,0.136029,0.141421,0.319633,0.234501,-0.755458,-1.18307,1
475,677,807,3018,3549,1367,15,13,48,46,7,-1.8241,3409,3769.65,-2.07053,3937.05,677,20,18,10,3,0,0,3.1587,3.94288,3.19889,14.07,0.2341,4,0.254928,0.0881,0.072595,0.007188,0.019629,0.007995,0.008478,0.008357,0.007334,0.005031,0.004963,-1.1853,0.03,0,0,11.9616,7.83624,9.59668,0,0.235087,0,0,0.282843,0.150406,0.235787,-1.73142,-1.17592,1
476,644,873,3084,3446,1272,15,14,48,47,10,-0.732963,4022.35,4011.39,-1.11026,4040.76,644,19,18,10,2,3,0,3.13275,3.75232,5.35163,8.98843,0.3339,2,0.217081,0.08705,0.076023,0.030548,0.027813,0.012797,0.010058,0.008274,0.006395,0.005059,0.005318,-0.690598,0.02,0.03,0,10.8334,7.708,16.0549,0.325001,0.15416,0,0.179769,0.141421,0.453741,0.01,-0.185568,-4.59512,1
477,611,939,3150,3417,1235,15,15,48,48,17,0.160729,3940.88,4458.43,0.315142,4695.74,611,18,18,20,9,0,0,8.91988,6.13599,12.6633,95.6572,0.62865,2,0.031031,0.015103,0.008271,0.006199,0.004575,0.004211,0.002586,0.001705,0.00133,0.001067,0.001077,0.52643,0.0225,0,0,28.969,62.4896,37.9898,0,1.40602,0,0,0.0707107,0.600349,0.537896,0.406918,0.151875,1
478,578,1005,3216,3314,1140,15,16,48,49,8,-0.704504,3978.42,4176.42,-0.34195,4256.21,578,17,18,28,0,6,2,5.34483,7.66567,10.1552,108.231,0.34773,6,0.061937,0.034133,0.026368,0.014012,0.014438,0.009922,0.006386,0.004543,0.003674,0.002853,0.002961,-0.629034,0,0.00765306,0.00255102,45.2131,22.4367,30.4655,0.346019,0,0.077718,0.96635,0.151523,0.421843,0.01,-0.315213,-4.59512,1
479,545,1071,3282,3285,1103,15,17,48,50,9,1.03008,4430.43,4516.12,0.814709,4406.22,545,16,18,20,4,0,7,9.10356,7.73598,5.25776,35.591,0.4441,2,0.02973,0.02183,0.008737,0.009129,0.007022,0.004409,0.003407,0.002413,0.001948,0.001471,0.001431,-0.224539,0.01,0,0.0175,46.0463,65.0897,15.7733,0,0.650897,0.276032,0.533865,0.0707107,0.540905,0.439884,0.163986,-0.241633,1
480,513,1137,3348,3182,1008,15,18,48,51,9,-0.2114,3844.33,4205.9,-0.354158,3930.56,513,15,18,10,1,2,1,3.03074,3.30687,3.1229,88.6006,0.3015,2,0.194353,0.085335,0.072747,0.024352,0.038647,0.015969,0.011322,0.009403,0.006909,0.005751,0.005378,-0.840165,0.01,0.02,0.01,8.4139,7.21417,9.3687,0.168278,0.0721417,0.093687,1.77201,0.141421,0.34931,0.293328,-0.622075,-0.879275,1
481,480,1203,3414,3153,971,15,19,48,52,6,-1.32063,3879.17,3868.21,-1.81423,3991.73,480,14,18,10,0,0,3,3.75979,3.7466,3.74415,27.6554,0.2845,4,0.348162,0.013583,0.015104,0.034085,0.014478,0.016229,0.008994,0.006125,0.004837,0.004668,0.004254,-0.922248,0,0,0.03,10.8004,11.1024,11.2325,0,0,0.336974,0.553109,0.282843,0.276062,0.356417,-0.964082,-0.590949,1
482,447,1269,3480,3050,876,15,20,48,53,8,-0.53463,3897.56,4121.38,-0.742303,4188.78,447,13,18,20,2,1,1,7.00368,7.81619,13.3164,152.349,0.258875,2,0.017792,0.039952,0.010706,0.012578,0.01201,0.006484,0.004794,0.003748,0.003024,0.002338,0.002318,-1.05182,0.005,0.0025,0.0025,47.0061,38.525,39.9491,0.117515,0.192625,0.0998727,0.380873,0.0707107,0.282411,0.0111345,-0.932536,-4.48651,1
483,414,1335,3546,3021,839,15,21,48,54,10,-0.940812,3983.31,3949.44,-1.3968,3979.8,414,12,18,10,5,0,0,3.09059,3.47897,6.82289,8.35706,0.3057,2,0.312519,0.060746,0.061225,0.01533,0.017535,0.011979,0.010565,0.006997,0.006362,0.004809,0.00458,-0.8203,0.05,0,0,9.31247,7.50191,20.4687,0,0.375096,0,0,0.141421,0.233527,0.153265,-1.1885,-1.70922,1
484,381,1401,3612,2918,744,15,22,48,55,9,-1.47967,3615.58,4014.96,-0.73742,4133.27,381,11,18,10,0,2,3,3.68704,3.79407,4.08283,25.8747,0.3629,2,0.277898,0.029335,0.024949,0.029734,0.019984,0.010751,0.008601,0.006646,0.005273,0.004542,0.004076,-0.562799,0,0.02,0.03,11.0758,10.6769,12.2485,0.221515,0,0.367455,1.03499,0.141421,0.527834,0.0649529,0.111451,-2.66693,1
485,348,1467,3678,2889,707,15,23,48,56,6,-0.0644961,4071.94,4240.7,-0.199426,4139.78,348,10,18,28,12,0,1,6.5915,5.41088,3.93831,87.0162,0.378597,4,0.082359,0.01685,0.018714,0.016939,0.009063,0.007691,0.004944,0.003738,0.002722,0.002305,0.002355,-0.495508,0.0153061,0,0.00127551,22.5269,34.1239,11.8149,0,0.522305,0.01507,0,0.101015,0.444122,0.54758,-0.224448,0.190896,1
486,315,1533,3744,2786,612,15,24,48,57,2,-2.26928,3829.42,3647.49,-3.53307,3902.08,315,9,18,28,9,0,4,3.87496,3.75527,8.77022,172.394,0.2231,6,0.032735,0.057653,0.015758,0.022896,0.021637,0.012546,0.007687,0.005778,0.004414,0.003763,0.003702,-1.24769,0.0114796,0,0.00510204,10.8504,11.793,26.3106,0,0.135379,0.134238,0.659671,0.151523,0.243807,0.410928,-1.13192,-0.360128,1
487,282,1599,3810,2757,575,15,25,48,58,8,-0.807091,4016.17,3960.25,-1.50953,4042.61,282,8,18,20,2,0,1,5.44789,6.32406,10.6347,123.818,0.16005,2,0.066069,0.047232,0.016998,0.013853,0.019004,0.00772,0.005993,0.005728,0.004708,0.003398,0.002968,-1.65786,0.005,0,0.0025,30.7721,23.3102,31.9042,0,0.116551,0.0797604,0,0.0707107,0.212166,0.01,-1.31192,-4.59512,1
488,249,1665,3876,2654,480,15,26,48,59,4,-0.946835,3842.09,4026.88,-1.0447,3974.95,249,7,18,10,0,4,0,3.26659,3.0178,3.27354,152.054,0.1773,4,0.296286,0.082937,0.053659,0.031701,0.020515,0.022357,0.017717,0.010409,0.008618,0.006447,0.00664,-1.53475,0,0.04,0,7.00722,8.38066,9.82062,0.280289,0,0,4.56162,0.282843,0.345176,0.122467,-0.640312,-1.96928,1
489,216,1731,3942,2625,443,15,27,48,60,12,0.406991,4233.25,4305.78,0.041953,4325.33,216,6,18,20,6,0,0,7.3329,3.97814,10.8739,13.8665,0.370825,4,0.067897,0.020426,0.005522,0.010482,0.008221,0.005656,0.004316,0.002704,0.002055,0.001611,0.001638,-0.528679,0.015,0,0,12.1766,42.232,32.6217,0,0.63348,0,0,0.141421,0.373149,0.120241,-0.51873,-1.99015,1
490,183,1797,4008,2522,348,15,28,48,61,14,1.2301,4522.57,4707.31,1.16175,3999.48,183,5,18,10,3,0,0,3.91421,3.59955,4.91485,3.72406,0.3074,2,0.372529,0.090897,0.018186,0.029965,0.018742,0.022299,0.010965,0.006228,0.004728,0.00418,0.003969,-0.812303,0.03,0,0,9.96923,12.0331,14.7445,0,0.360993,0,0,0.141421,0.249505,0.01,-1.10126,-4.59512,1
491,150,1863,4074,2493,311,15,29,48,62,16,1.16591,4290.7,4737.95,1.16873,4152.66,150,4,18,10,2,0,3,3.66488,3.34509,4.30014,21.2661,0.4331,4,0.278035,0.026248,0.027076,0.020031,0.011099,0.009319,0.007563,0.005318,0.004438,0.003437,0.003345,-0.269214,0.02,0,0.03,8.60952,10.5489,12.9004,0,0.210979,0.387013,0.425322,0.282843,0.502501,0.99,0.010006,4.59512,1
492,117,1929,4140,2390,216,15,30,48,63,8,-0.523729,4001.75,4066.22,-0.879727,4164.94,117,3,18,20,2,1,1,6.77728,3.31075,14.392,74.2837,0.233625,2,0.087217,0.022072,0.009487,0.016105,0.010885,0.008226,0.005406,0.004261,0.003404,0.002668,0.00279,-1.18795,0.005,0.0025,0.0025,8.43367,36.0745,43.1759,0.0210842,0.180373,0.10794,0.185709,0.0707107,0.193756,0.247328,-1.42579,-1.11292,1
493,84,1995,4206,2361,179,15,31,48,64,11,-0.852174,4051.93,3987.44,-1.17027,4164.13,84,2,18,28,0,0,13,4.36647,8.05266,8.90065,116.624,0.353929,8,0.018867,0.047829,0.021389,0.013367,0.018818,0.007136,0.005044,0.004934,0.004095,0.00307,0.002923,-0.601815,0,0,0.0165816,49.8933,14.9745,26.702,0,0,0.442762,1.78507,0.202031,0.436577,0.716267,-0.255068,0.926021,1
494,51,2061,4272,2258,84,15,32,48,65,16,-0.0230213,4242.65,4202.87,-0.213065,4530.08,51,1,18,20,10,0,0,7.65279,3.59541,3.08294,49.4384,0.50655,2,0.033064,0.019351,0.004775,0.005741,0.006361,0.004253,0.003123,0.0021,0.001659,0.001312,0.001324,0.0262015,0.025,0,0,9.94631,45.997,9.24883,0,1.14992,0,0,0.0707107,0.511095,0.328305,0.0443891,-0.715863,1
495,18,2127,4338,2229,47,15,33,48,66,7,-2.62383,3619.47,3558.5,-3.99564,3910.24,18,0,18,20,7,0,0,4.45495,4.6001,6.01732,124.817,0.2419,4,0.008566,0.080656,0.009659,0.034318,0.00829,0.01061,0.00741,0.004847,0.004294,0.003266,0.003481,-1.14229,0.0175,0,0,16.2816,15.5875,18.0519,0,0.272781,0,0,0.141421,0.209447,0.01,-1.32826,-4.59512,1
496,1072,16,2227,4340,2160,16,1,49,34,6,-1.5385,3759.13,3808.47,-1.82239,3897.36,1072,32,17,10,2,1,0,3.215,3.41316,6.09596,169.744,0.2284,4,0.240976,0.072141,0.071053,0.024722,0.023778,0.014261,0.009894,0.00924,0.006864,0.005519,0.005889,-1.21737,0.02,0.01,0,8.96347,8.11807,18.2879,0.0896347,0.162361,0,0,0.282843,0.172734,0.186436,-1.56638,-1.47333,1
497,1039,82,2293,4239,2063,16,2,49,35,5,-1.06925,3940,3921.9,-1.78641,4060.5,1039,31,17,20,0,2,6,5.22129,4.44197,5.76247,146.888,0.28545,8,0.219522,0.071907,0.022445,0.016082,0.025383,0.00946,0.008044,0.006732,0.005369,0.004437,0.004195,-0.917586,0,0.005,0.015,15.1815,21.4114,17.2874,0.0759075,0,0.259311,2.57054,0.282843,0.421807,0.142712,-0.315359,-1.79295,1
498,1006,148,2359,4208,2028,16,3,49,36,7,0.720784,4559.63,4417.95,0.430232,4195.16,1006,30,17,28,4,2,2,6.50592,5.67803,21.4433,58.7976,0.330421,4,0.039543,0.043102,0.019222,0.015432,0.013876,0.006999,0.00495,0.004189,0.00342,0.002587,0.002825,-0.706282,0.00510204,0.00255102,0.00255102,24.8062,33.2435,64.33,0.0632811,0.16961,0.164107,0.224991,0.101015,0.465336,0.99,-0.138879,4.59512,1
499,973,214,2425,4107,1931,16,4,49,37,4,0.733901,4605.5,4442.81,0.509995,4331.41,973,29,17,20,3,3,0,7.08413,7.74813,12.7502,69.6464,0.39865,2,0.033162,0.03003,0.010557,0.010213,0.007906,0.006275,0.004549,0.003056,0.002326,0.00179,0.001958,-0.411093,0.0075,0.0075,0,46.1911,39.4151,38.2507,0.346433,0.295613,0,0.348232,0.0707107,0.213116,0.413691,-1.30625,-0.34873,1
500,940,280,2491,4076,1896,16,5,49,38,9,0.410606,4262.25,4335.9,0.131043,4550.63,940,28,17,20,12,0,0,7.38923,6.1929,5.08245,48.4594,0.624,2,0.021009,0.015876,0.008422,0.006868,0.004556,0.003917,0.002568,0.001906,0.001419,0.001131,0.001122,0.506561,0.03,0,0,29.5088,42.8833,15.2474,0,1.2865,0,0,0.0707107,0.692156,0.99,0.810219,4.59512,1
501,907,346,2557,3975,1799,16,6,49,39,13,1.10933,4520.92,4955.79,1.153,4168.81,907,27,17,10,1,1,2,3.09743,3.6274,7.62583,119.874,0.5008,2,0.225524,0.075387,0.017914,0.014386,0.01557,0.011061,0.005662,0.00568,0.004436,0.003467,0.004066,0.0032,0.01,0.01,0.02,10.1241,7.53518,22.8775,0.101241,0.0753518,0.45755,2.39748,0.141421,0.627582,0.129226,0.521857,-1.90782,1
502,874,412,2623,3944,1764,16,7,49,40,11,0.592359,4607.38,4486.19,0.584847,4082.37,874,26,17,10,0,1,3,3.45655,3.55255,4.04626,141.364,0.2769,2,0.391004,0.061167,0.033909,0.026568,0.013393,0.012102,0.006207,0.006524,0.005437,0.004543,0.004194,-0.959891,0,0.01,0.03,9.71058,9.38372,12.1388,0.0971058,0,0.364164,4.24092,0.141421,0.22389,0.884777,-1.24314,2.03846,1
503,841,478,2689,3843,1667,16,8,49,41,10,-1.37065,3671.18,3876.45,-1.83146,3958.55,841,25,17,10,4,0,0,3.57714,3.74992,7.62772,91.5585,0.2566,2,0.347599,0.12291,0.018761,0.034676,0.015368,0.013796,0.009776,0.007293,0.006227,0.004385,0.004397,-1.06372,0.04,0,0,10.8195,10.0499,22.8831,0,0.401995,0,0,0.141421,0.390887,0.445974,-0.443585,-0.21695,1
504,808,544,2755,3812,1632,16,9,49,42,16,1.13437,4535,4630.01,0.866204,4194.64,808,24,17,10,0,3,1,3.93327,3.89367,5.86761,56.4954,0.4249,4,0.164678,0.050091,0.063127,0.019184,0.014198,0.01303,0.008885,0.007653,0.006195,0.004649,0.00407,-0.30269,0,0.03,0.01,11.6649,12.1506,17.6028,0.349948,0,0.176028,1.69486,0.282843,0.372813,0.128384,-0.520167,-1.91532,1
505,775,610,2821,3711,1535,16,10,49,43,10,0.0932974,4050.4,4352.15,0.148827,4164.85,775,23,17,10,0,4,1,3.78278,3.24768,4.97036,33.9411,0.3409,2,0.326099,0.029848,0.036136,0.026669,0.017371,0.013077,0.009497,0.00773,0.005749,0.004571,0.004428,-0.659286,0,0.04,0.01,8.11542,11.2386,14.9111,0.324617,0,0.149111,1.35764,0.141421,0.304172,0.790007,-0.827508,1.32497,1
506,742,676,2887,3680,1500,16,11,49,44,7,-3.50891,3167,3362.16,-3.70854,3753.62,742,22,17,10,5,0,0,3.06247,3.71697,4.24769,172.698,0.2835,4,0.086893,0.229687,0.052105,0.030852,0.020894,0.014551,0.011263,0.008305,0.006403,0.005137,0.004923,-0.927166,0.05,0,0,10.6302,7.36603,12.7431,0,0.368302,0,0,0.282843,0.213482,0.373974,-1.30407,-0.515207,1
507,709,742,2953,3579,1403,16,12,49,45,13,-1.17983,3825.73,3909.91,-1.73904,4063.99,709,21,17,10,4,0,0,3.50645,3.41498,5.84328,151.586,0.3151,2,0.295866,0.004296,0.037614,0.017968,0.020026,0.010083,0.007842,0.005762,0.004587,0.003638,0.003655,-0.776383,0.04,0,0,8.97305,9.65663,17.5298,0,0.386265,0,0,0.141421,0.309911,0.320539,-0.800535,-0.751298,1
508,676,808,3019,3548,1368,16,13,49,46,14,1.28627,4592.9,4773.6,1.24193,4443.4,676,20,17,20,1,0,8,9.39886,4.20432,11.1069,63.6987,0.4603,2,0.008976,0.034699,0.007045,0.008439,0.008242,0.004652,0.003876,0.002643,0.002158,0.001811,0.001638,-0.159135,0.0025,0,0.02,13.6005,69.381,33.3208,0,0.173452,0.666415,1.11473,0.0707107,0.470436,0.621151,-0.118394,0.494436,1
509,643,874,3085,3447,1271,16,14,49,47,5,-0.955266,4107,3973.58,-1.78588,4080.1,643,19,17,10,1,3,0,3.40154,3.31649,7.48182,172.767,0.2161,2,0.355641,0.038184,0.062456,0.018417,0.022322,0.015711,0.010539,0.007779,0.006035,0.004991,0.005173,-1.28854,0.01,0.03,0,8.46293,9.08744,22.4455,0.253888,0.0908744,0,3.45535,0.141421,0.19283,0.01,-1.43172,-4.59512,1
510,610,940,3151,3416,1236,16,15,49,48,8,0.0954729,4195.68,4298.9,0.0143199,4182.24,610,18,17,28,3,1,1,8.44017,6.53422,10.6039,174.018,0.231671,4,0.026023,0.029637,0.021605,0.013045,0.010801,0.007601,0.005395,0.003772,0.002881,0.002359,0.002358,-1.1989,0.00382653,0.00127551,0.00127551,32.8512,55.949,31.8117,0.0419021,0.21409,0.0405762,0.221961,0.101015,0.0972037,0.01,-2.22869,-4.59512,1
511,577,1006,3217,3315,1139,16,16,49,49,13,0.442073,4319.5,4530.15,0.547624,3977.57,577,17,17,10,5,0,0,3.28418,3.52437,7.75382,19.7691,0.2932,2,0.200041,0.028856,0.020305,0.029907,0.01659,0.014323,0.008356,0.007044,0.00528,0.004016,0.004152,-0.879893,0.05,0,0,9.55711,8.47116,23.2615,0,0.423558,0,0,0.141421,0.332067,0.01,-0.698851,-4.59512,1
512,544,1072,3283,3284,1104,16,17,49,50,8,-0.0380941,4274.37,4234.2,-0.195929,4193.67,544,16,17,28,0,0,6,5.63034,7.84799,13.5304,110.382,0.260383,2,0.03204,0.036232,0.014011,0.009369,0.018804,0.005242,0.004541,0.004649,0.003796,0.002987,0.002734,-1.04398,0,0,0.00765306,47.3894,24.8977,40.5911,0,0,0.310646,0.703969,0.0505076,0.440143,0.604267,-0.24058,0.423277,1
513,512,1138,3349,3183,1007,16,18,49,51,13,-1.7718,3673.67,3861.38,-1.23858,3940.57,512,15,17,10,2,0,1,3.93441,3.13567,3.58316,80.2549,0.3237,4,0.234372,0.100186,0.026459,0.044819,0.014597,0.016143,0.010954,0.007277,0.005794,0.004674,0.004369,-0.73682,0.02,0,0.01,7.56527,12.1576,10.7495,0,0.243153,0.107495,0,0.282843,0.210423,0.976891,-1.32238,3.74416,1
514,479,1204,3415,3152,972,16,19,49,52,15,0.121057,3841.4,4376.23,0.206252,4478.43,479,14,17,20,2,7,0,6.8198,7.26458,12.8776,79.9496,0.4617,4,0.016258,0.019649,0.014455,0.009486,0.009899,0.007558,0.005906,0.003318,0.002883,0.002075,0.002178,-0.153501,0.005,0.0175,0,40.6055,36.5286,38.6327,0.710596,0.182643,0,1.19924,0.141421,0.310914,0.408424,-0.795849,-0.370486,1
515,446,1270,3481,3051,875,16,20,49,53,11,0.127909,4121,4318.2,0.0664035,4219.48,446,13,17,10,0,2,2,3.35076,3.35485,7.68889,91.4208,0.485,4,0.176635,0.091656,0.021359,0.019511,0.02064,0.011147,0.00562,0.006357,0.004709,0.003577,0.003373,-0.060018,0,0.02,0.02,8.65983,8.81813,23.0667,0.173197,0,0.461333,2.74263,0.282843,0.545122,0.463932,0.180979,-0.144521,1
516,413,1336,3547,3020,840,16,21,49,54,5,-3.47513,3225.75,3383.13,-4.27644,3987.5,413,12,17,20,4,1,2,3.18105,6.20032,11.1408,104.906,0.280825,4,0.073917,0.065194,0.019536,0.015018,0.023633,0.008397,0.00702,0.005879,0.004685,0.003482,0.003925,-0.940373,0.01,0.0025,0.005,29.5796,7.9475,33.4224,0.0739489,0.079475,0.167112,0.524531,0.141421,0.260823,0.663153,-1.04169,0.677376,1
517,380,1402,3613,2919,743,16,22,49,55,14,1.96142,4660.93,4954.2,1.45808,4308.49,380,11,17,20,0,0,8,9.07632,5.41958,10.3817,179.232,0.385925,4,0.02042,0.041266,0.015661,0.011093,0.014729,0.006514,0.004603,0.003808,0.002948,0.002272,0.002251,-0.464474,0,0,0.02,22.5993,64.7008,31.1451,0,0,0.622901,3.13655,0.141421,0.210293,0.237051,-1.32316,-1.16892,1
518,347,1468,3679,2888,708,16,23,49,56,12,0.122763,4218.33,4275.53,-0.0701012,4035.46,347,10,17,20,0,4,2,3.13132,5.24144,3.31246,176.087,0.197275,6,0.064394,0.052621,0.020291,0.014975,0.017511,0.01058,0.008034,0.00585,0.004629,0.003622,0.003798,-1.40341,0,0.01,0.005,21.138,7.70095,9.93737,0.21138,0,0.0496868,2.20108,0.212132,0.145754,0.679785,-1.7683,0.752783,1
519,314,1534,3745,2787,611,16,24,49,57,11,-0.844166,3905.14,3927.38,-1.2198,4191.02,314,9,17,28,7,0,0,7.35796,7.28194,19.0987,124.404,0.325893,6,0.047602,0.017184,0.007207,0.013225,0.011252,0.006988,0.005147,0.003144,0.00249,0.00188,0.001995,-0.72682,0.00892857,0,0,40.7998,42.5211,57.2961,0,0.379652,0,0,0.151523,0.245114,0.207665,-1.12484,-1.33906,1
520,281,1600,3811,2756,576,16,25,49,58,12,-1.66797,3500.32,3996.43,-0.687116,4052.91,281,8,17,10,1,2,1,3.96133,3.33295,5.69661,32.4013,0.3767,4,0.128182,0.066516,0.034279,0.041272,0.016453,0.01384,0.008663,0.00711,0.005721,0.004424,0.004554,-0.503579,0.01,0.02,0.01,8.54713,12.3246,17.0898,0.170943,0.123246,0.170898,0.648027,0.282843,0.473938,0.308325,-0.104341,-0.807961,1
521,248,1666,3877,2655,479,16,26,49,59,11,1.07501,4299.35,4774.46,1.11759,4145.13,248,7,17,20,0,7,2,6.06136,4.71037,10.8776,76.7249,0.38485,2,0.048571,0.069698,0.024114,0.021153,0.018645,0.010823,0.008386,0.006131,0.004579,0.00378,0.003669,-0.469012,0,0.0175,0.005,17.0716,28.8556,32.6328,0.298752,0,0.163164,1.5345,0.0707107,0.253828,0.361171,-1.0783,-0.570285,1
