internal idx,feature idx,unit idx top,unit idx bottom,image idx top,image idx bottom,col idx top,row idx top,col idx bottom,row idx bottom,number of outliers,ranksum,median,mean,ttest,mestimation,NUM,ROW,COL,FeatSize,NumCirc,NumTri,NumLine,CircDiam,TriSize,LineLen,RotSD,FCP,CCDunsc,WN0.1,WN0.2,WN0.3,WN0.4,WN0.5,WN0.7,WN1,WN1.5,WN2,WN3,WN4,FCPLOG,DC,DT,DL,TriArea,CircArea,LineArea,TA,CA,LA,ROT,CCD,FCPN01,FCPN03,FCPLOGN0.1,FCPLOGN0.3,Split
1065,791,561,2772,3795,1649,33,9,66,42,5,-1.40223,3777.78,3851.51,-2.23272,3793.32,791,24,0,28,15,0,0,4.15354,8.78197,7.24102,61.2409,0.232717,4,0.043206,0.061085,0.007263,0.034443,0.012431,0.016153,0.007725,0.006784,0.005271,0.003565,0.003648,-1.19303,0.0191327,0,0,59.3401,13.5496,21.7231,0,0.25924,0,0,0.101015,0.154127,0.333984,-1.70259,-0.690222,1
1066,758,627,2838,3728,1518,33,10,66,43,15,-0.632726,3821.67,4009.98,-0.807814,4219.52,758,23,0,20,0,0,4,7.11116,3.35332,14.5017,171.444,0.316925,2,0.003671,0.077276,0.017192,0.012349,0.018189,0.007842,0.0057,0.004777,0.004067,0.00282,0.002839,-0.76794,0,0,0.01,8.65196,39.7165,43.505,0,0,0.43505,1.28583,0.0707107,0.144258,0.335157,-1.78037,-0.68495,1
1067,725,693,2904,3663,1517,33,11,66,44,11,-1.42809,3528.4,3886.61,-1.45093,4152.28,725,22,0,10,3,0,1,3.53179,3.85909,7.77586,38.4859,0.2982,2,0.370155,0.025904,0.036035,0.024288,0.0206,0.011236,0.007616,0.005929,0.00451,0.00368,0.00353,-0.855884,0.03,0,0.01,11.4587,9.79668,23.3276,0,0.2939,0.233276,0,0.141421,0.166531,0.503272,-1.61042,0.0130879,1
1068,692,759,2970,3596,1386,33,12,66,45,10,-0.781716,4025.5,4107.55,-0.580687,4062.13,692,21,0,20,1,0,2,5.58398,7.70212,12.0033,172.858,0.236875,4,0.048533,0.071458,0.014323,0.011699,0.022987,0.006878,0.005028,0.005545,0.004356,0.003014,0.003098,-1.16989,0.0025,0,0.005,45.6441,24.4893,36.01,0,0.0612233,0.18005,0.432144,0.141421,0.0494748,0.323168,-2.95555,-0.739252,1
1069,659,825,3036,3531,1385,33,13,66,46,11,-0.389376,4051.43,4277.98,-0.0412078,4138.02,659,20,0,28,1,4,0,9.08432,5.59874,9.18768,154.904,0.1656,0,0.011299,0.031648,0.027443,0.015986,0.01347,0.009757,0.006287,0.004405,0.003415,0.002785,0.00273,-1.61714,0.00127551,0.00510204,0,24.1182,64.8149,27.563,0.123052,0.0826721,0,0.592745,0,0.167911,0.0302183,-1.60051,-3.46862,1
1070,626,891,3102,3464,1254,33,14,66,47,10,-1.90939,3479.79,3811.27,-1.63283,4027.82,626,19,0,10,2,0,1,3.63107,3.45124,3.96577,2.19344,0.2937,2,0.352011,0.053047,0.023489,0.029512,0.012108,0.010729,0.007417,0.006563,0.005045,0.003893,0.003649,-0.877481,0.02,0,0.01,9.16461,10.3552,11.8973,0,0.207104,0.118973,0,0.141421,0.469429,0.523647,-0.122438,0.094657,1
1071,593,957,3168,3399,1253,33,15,66,48,13,-0.25842,4000.56,4100.6,-0.788322,4329.56,593,18,0,28,0,7,7,4.39082,7.49149,9.74083,94.2657,0.42852,8,0.037838,0.032487,0.018536,0.013492,0.015702,0.008615,0.004989,0.004251,0.00313,0.002535,0.002414,-0.28789,0,0.00892857,0.00892857,43.1818,15.1419,29.2225,0.385551,0,0.260915,1.56308,0.202031,0.331511,0.732925,-0.70136,1.00952,1
1072,560,1023,3234,3332,1122,33,16,66,49,6,0.417607,4299,4614.18,0.71245,4259.88,560,17,0,28,3,4,0,7.79526,7.56701,6.20226,17.1879,0.322717,8,0.058985,0.026361,0.014221,0.009975,0.010329,0.006855,0.005067,0.00363,0.002651,0.002266,0.002207,-0.741314,0.00382653,0.00510204,0,44.0568,47.7256,18.6068,0.22478,0.182623,0,0.0657701,0.202031,0.123867,0.463865,-1.95631,-0.144792,1
1073,528,1089,3300,3267,1121,33,17,66,50,8,0.854015,4370.21,4389.27,0.405787,4082.09,528,16,0,10,4,0,0,3.32109,3.28096,6.23756,12.1238,0.2825,2,0.409042,0.018784,0.048358,0.017016,0.015447,0.009475,0.00654,0.005536,0.004193,0.003424,0.003532,-0.932094,0.04,0,0,8.28257,8.66264,18.7127,0,0.346506,0,0,0.141421,0.284576,0.0787281,-0.921874,-2.45976,1
1074,495,1155,3366,3200,990,33,18,66,51,9,-1.07899,3833.2,3933.94,-2.08595,4050.84,495,15,0,10,2,1,1,3.85676,3.89007,4.03433,27.0407,0.2924,2,0.338238,0.063472,0.015205,0.031856,0.013073,0.018367,0.010338,0.006337,0.004941,0.004437,0.004189,-0.883756,0.02,0.01,0.01,11.6434,11.6825,12.103,0.116434,0.23365,0.12103,0.270407,0.141421,0.386866,0.52973,-0.460504,0.119062,1
1075,462,1221,3432,3135,989,33,19,66,52,7,-0.274708,4092.78,4370.37,0.200412,4023.28,462,14,0,20,1,2,1,5.86317,4.26328,7.54766,77.3471,0.190075,6,0.098087,0.065353,0.025368,0.016229,0.021096,0.011359,0.00827,0.006238,0.005171,0.004101,0.003991,-1.44952,0.0025,0.005,0.0025,13.9846,26.9994,22.643,0.0699231,0.0674985,0.0566074,0.386735,0.212132,0.0740262,0.533156,-2.52643,0.132819,1
1076,429,1287,3498,3068,858,33,20,66,53,5,0.483945,4102.36,4501.98,0.675808,4116.93,429,13,0,10,4,0,0,3.68272,3.51634,3.7239,149.334,0.2097,2,0.402565,0.018783,0.045955,0.024739,0.014974,0.012954,0.007973,0.005468,0.004725,0.003571,0.003424,-1.32673,0.04,0,0,9.51363,10.6519,11.1717,0,0.426075,0,0,0.141421,0.217063,0.0627508,-1.28286,-2.70378,1
1077,396,1353,3564,3003,857,33,21,66,54,3,1.51043,4630.44,4615.42,1.39208,4063.55,396,12,0,10,1,2,0,3.87179,3.70518,3.80609,39.1672,0.26,2,0.34436,0.038128,0.046204,0.04261,0.013403,0.017579,0.010785,0.007233,0.005774,0.00452,0.004607,-1.04597,0.01,0.02,0,10.5629,11.7737,11.4183,0.211258,0.117737,0,0.391672,0.141421,0.410238,0.124131,-0.362983,-1.95387,1
1078,363,1419,3630,2936,726,33,22,66,55,6,2.0659,4616.21,4707.34,1.93463,4240.92,363,11,0,28,0,6,4,9.57793,5.28004,14.4956,83.6534,0.299171,4,0.046462,0.02866,0.018127,0.013294,0.014406,0.008509,0.005569,0.004465,0.003527,0.00269,0.002624,-0.851249,0,0.00765306,0.00510204,21.4505,72.0498,43.4869,0.164162,0,0.221872,0.960307,0.101015,0.371062,0.141694,-0.527662,-1.80129,1
1079,330,1485,3696,2871,725,33,23,66,56,11,-0.861219,3435.25,4267.03,-0.0649809,3927.34,330,10,0,10,5,0,0,3.69784,3.75668,3.19218,26.6824,0.3985,2,0.100584,0.163561,0.018889,0.033414,0.021491,0.019759,0.010556,0.006096,0.006058,0.00429,0.004304,-0.411719,0.05,0,0,10.8585,10.7395,9.57655,0,0.536977,0,0,0.141421,0.610194,0.451072,0.448127,-0.19634,1
1080,297,1551,3762,2804,594,33,24,66,57,10,-0.262846,4092.61,4150.94,-0.388177,4116.08,297,9,0,10,2,1,0,3.95913,3.97248,3.69709,4.51744,0.3047,2,0.392982,0.028837,0.033246,0.022018,0.012577,0.01455,0.008216,0.005873,0.004418,0.003571,0.003814,-0.825016,0.02,0.01,0,12.1419,12.3109,11.0913,0.121419,0.246218,0,0,0.141421,0.343883,0.01,-0.646038,-4.59512,1
1081,264,1617,3828,2739,593,33,25,66,58,8,1.30397,4484.38,4606.27,1.14531,4015.77,264,8,0,10,3,0,1,3.76946,3.47089,5.52744,124.001,0.4316,2,0.178039,0.078774,0.027744,0.022344,0.021895,0.01644,0.009347,0.005582,0.005075,0.004001,0.004275,-0.275326,0.03,0,0.01,9.26928,11.1596,16.5823,0,0.334788,0.165823,0,0.141421,0.423977,0.99,-0.30647,4.59512,1
1082,231,1683,3894,2672,462,33,26,66,59,10,2.73869,5007.88,4993.29,2.47541,4383.43,231,7,0,20,8,0,0,7.38701,5.77657,6.03302,47.7796,0.484825,4,0.0344,0.02043,0.00758,0.00985,0.006956,0.00522,0.003595,0.002528,0.001952,0.00158,0.001551,-0.0607186,0.02,0,0,25.6746,42.8575,18.0991,0,0.857151,0,0,0.141421,0.390815,0.801122,-0.443886,1.39332,1
1083,198,1749,3960,2607,461,33,27,66,60,8,0.173136,4463.05,4386.58,0.282856,4292.95,198,6,0,10,0,1,3,3.55357,3.60936,6.41029,121.134,0.4367,4,0.316665,0.01158,0.030975,0.023825,0.019646,0.007286,0.006423,0.00552,0.004964,0.003296,0.003969,-0.254566,0,0.01,0.03,10.0236,9.9179,19.2309,0.100236,0,0.576926,3.63401,0.282843,0.503448,0.536176,0.0137925,0.144959,1
1084,165,1815,4026,2540,330,33,28,66,61,11,1.70252,4481.67,4825.24,1.49314,4315.52,165,5,0,20,0,3,3,8.65599,7.86813,9.00363,161.851,0.412225,2,0.049798,0.021167,0.01739,0.00917,0.013095,0.006935,0.004971,0.00366,0.002903,0.002221,0.00228,-0.354775,0,0.0075,0.0075,47.6329,58.8469,27.0109,0.357247,0,0.202582,2.02313,0.0707107,0.468237,0.494153,-0.127224,-0.0233891,1
1085,132,1881,4092,2475,329,33,29,66,62,5,0.412551,4536.55,4343.63,0.200697,4122.36,132,4,0,28,2,0,1,7.61014,5.85098,8.22642,113.189,0.147462,4,0.082559,0.037815,0.011006,0.012792,0.018188,0.007834,0.004953,0.004286,0.003448,0.002651,0.002585,-1.75465,0.00255102,0,0.00127551,26.3403,45.4857,24.6793,0,0.116035,0.0314787,0,0.101015,0.237213,0.0734098,-1.16802,-2.53545,1
1086,99,1947,4158,2408,198,33,30,66,63,9,-0.0909994,4283.23,4162.9,-0.575861,4056.66,99,3,0,28,0,0,16,6.34619,8.29302,6.40107,71.699,0.29023,8,0.054739,0.065455,0.016841,0.014983,0.021322,0.008471,0.005929,0.005668,0.00444,0.003537,0.003392,-0.894269,0,0,0.0204082,52.9163,31.6312,19.2032,0,0,0.391902,1.37179,0.202031,0.222906,0.363031,-1.24881,-0.562231,1
1087,66,2013,4224,2343,197,33,31,66,64,13,0.940028,4553.22,4530.66,0.620595,4172.12,66,2,0,20,10,0,0,5.47389,3.66267,8.65268,154.561,0.356825,2,0.033379,0.022342,0.011095,0.008578,0.008972,0.006174,0.004236,0.00293,0.002177,0.001684,0.001783,-0.589171,0.025,0,0,10.3219,23.5333,25.958,0,0.588332,0,0,0.0707107,0.182355,0.0650679,-1.50047,-2.66504,1
1088,33,2079,4290,2276,66,33,32,66,65,9,1.62161,4708.44,4957.64,1.55721,4649.8,33,1,0,28,16,0,0,9.57082,7.11654,6.94178,116.223,0.70676,2,0.028573,0.010128,0.00729,0.004675,0.00457,0.00333,0.002257,0.001485,0.001124,0.000931,0.000956,0.879701,0.0204082,0,0,38.9675,71.943,20.8253,0,1.46822,0,0,0.0505076,0.804406,0.99,1.41406,4.59512,1
1089,2177,2145,4356,2211,65,33,33,66,66,12,1.18878,4834.92,4616.19,1.02522,4000.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,2176,34,2179,4322,2112,34,1,1,34,8,0.21489,4340.23,4220.34,-0.253972,4335.35,2176,65,32,28,0,0,6,8.72254,4.38431,20.1851,147.462,0.300357,4,0.032408,0.034111,0.015077,0.012538,0.013644,0.005762,0.004476,0.003972,0.003074,0.002698,0.002353,-0.845598,0,0,0.00765306,14.7899,59.7552,60.5553,0,0,0.463434,0.940445,0.101015,0.321529,0.566867,-0.746752,0.269079,2
1091,2143,100,2245,4257,2111,34,2,1,35,11,0.00495137,4006.58,4586.54,0.684189,4027.86,2143,64,32,20,1,1,2,5.00244,4.14692,8.48071,63.4643,0.204475,6,0.019357,0.081703,0.019587,0.017344,0.019024,0.009102,0.007146,0.005813,0.004564,0.003644,0.003134,-1.35856,0.0025,0.0025,0.005,13.2317,19.6541,25.4421,0.0330792,0.0491352,0.127211,0.317321,0.212132,0.169692,0.522599,-1.58781,0.0904594,2
1092,2110,166,2311,4190,1980,34,3,1,36,15,0.345953,4427.2,4300.75,0.024379,4149.79,2110,63,32,10,0,3,1,3.28467,3.05058,7.91779,38.432,0.3662,2,0.285918,0.030641,0.049324,0.028627,0.020278,0.013779,0.009413,0.007414,0.005576,0.004353,0.004655,-0.548554,0,0.03,0.01,7.16024,8.47371,23.7534,0.214807,0,0.237534,1.15296,0.141421,0.367907,0.01,-0.541205,-4.59512,2
1093,2077,232,2377,4125,1979,34,4,1,37,13,-0.709167,4270,4204.63,-0.178698,4169.15,2077,62,32,10,0,2,1,3.36682,3.50238,7.94729,59.5839,0.3764,2,0.290545,0.013825,0.041279,0.034614,0.012456,0.013022,0.009338,0.006628,0.005207,0.004185,0.003834,-0.504857,0,0.02,0.01,9.43824,8.90287,23.8419,0.188765,0,0.238419,1.19168,0.141421,0.472366,0.854261,-0.11065,1.76842,2
1094,2044,298,2443,4058,1848,34,5,1,38,6,-0.153714,3822.2,4446.01,0.419224,3925.3,2044,61,32,20,4,2,0,3.84532,5.99815,15.0447,61.3875,0.2134,2,0.10987,0.074639,0.013776,0.027906,0.019865,0.018113,0.009837,0.006135,0.004865,0.004197,0.004271,-1.30455,0.01,0.005,0,27.6821,11.6133,45.1342,0.13841,0.116133,0,0.153469,0.0707107,0.01,0.01,-4.59512,-4.59512,2
1095,2011,364,2509,3993,1847,34,6,1,39,9,-0.272506,3804,4213.17,-0.289938,4063.97,2011,60,32,20,3,0,0,5.42883,6.80674,10.5676,1.12876,0.124,2,0.071898,0.02193,0.022014,0.010433,0.014309,0.010036,0.005913,0.004346,0.003275,0.002546,0.00265,-1.95508,0.0075,0,0,35.6485,23.1474,31.7029,0,0.173605,0,0,0.0707107,0.223955,0.221866,-1.24277,-1.25483,2
1096,1978,430,2575,3926,1716,34,7,1,40,11,-0.0825354,3923.4,4274.27,-0.0548946,4158.84,1978,59,32,20,3,0,7,5.43151,6.45009,7.5375,103.666,0.447675,8,0.062815,0.070838,0.018977,0.013423,0.018214,0.00702,0.005608,0.005178,0.003872,0.002903,0.00277,-0.210069,0.0075,0,0.0175,32.0108,23.1703,22.6125,0,0.173777,0.395719,1.55499,0.282843,0.447331,0.298135,-0.211462,-0.856196,2
1097,1945,496,2641,3861,1715,34,8,1,41,7,-0.0740784,4235,4265.99,-0.0751802,4243.11,1945,58,32,28,3,0,3,9.25703,5.02733,10.4949,96.0114,0.262258,4,0.023621,0.038923,0.014432,0.009564,0.010514,0.005242,0.003555,0.003144,0.002374,0.001954,0.001835,-1.03427,0.00382653,0,0.00382653,19.4464,67.3028,31.4848,0,0.257536,0.120477,0.244927,0.101015,0.288338,0.01,-0.903469,-4.59512,2
1098,1912,562,2707,3794,1584,34,9,1,42,9,-1.27756,3784.93,3901.19,-1.48847,4089,1912,57,32,28,0,6,0,4.02971,5.66768,14.1031,20.2718,0.158674,6,0.079608,0.058125,0.035225,0.021076,0.018041,0.012618,0.008481,0.006063,0.004754,0.003659,0.003815,-1.66813,0,0.00765306,0,24.7158,12.7537,42.3092,0.189152,0,0,0.129284,0.151523,0.102296,0.313392,-2.17197,-0.78431,2
1099,1879,628,2773,3729,1583,34,10,1,43,4,0.457642,4057.35,4423.75,0.464873,4012.42,1879,56,32,28,0,0,8,4.82161,8.59191,7.51941,106.032,0.185204,4,0.027865,0.07765,0.017044,0.018973,0.024734,0.008471,0.006123,0.006058,0.005035,0.004055,0.003865,-1.48148,0,0,0.0102041,56.7994,18.2589,22.5582,0,0,0.230186,0.946716,0.101015,0.212225,0.287576,-1.31157,-0.907188,2
1100,1846,694,2839,3662,1452,34,11,1,44,10,-0.936893,4031.75,4062.17,-0.884216,4025.77,1846,55,32,10,0,4,0,3.50633,3.40506,4.16174,143.768,0.2688,2,0.207582,0.017623,0.070721,0.054377,0.022828,0.016491,0.014664,0.010646,0.008172,0.006117,0.006527,-1.00072,0,0.04,0,8.92099,9.65598,12.4852,0.35684,0,0,4.31303,0.141421,0.248646,0.201592,-1.10584,-1.37637,2
1101,1813,760,2905,3597,1451,34,12,1,45,9,0.362976,4228.25,4335.27,0.143447,4195.32,1813,54,32,20,5,0,0,6.55587,3.46705,11.7802,76.735,0.381325,4,0.090687,0.016136,0.017304,0.019125,0.006776,0.008089,0.005065,0.003572,0.002829,0.002416,0.002405,-0.483928,0.0125,0,0,9.24875,33.7559,35.3405,0,0.421949,0,0,0.141421,0.28738,0.220086,-0.908141,-1.26516,2
1102,1780,826,2971,3530,1320,34,13,1,46,8,-0.172356,4070.61,4108.27,-0.826299,3856.07,1780,53,32,20,0,0,3,9.12129,3.72879,3.57774,175.826,0.067,4,0.095336,0.1035,0.02206,0.018882,0.035393,0.012413,0.011186,0.008929,0.006287,0.005275,0.005052,-2.63371,0,0,0.0075,10.698,65.3435,10.7332,0,0,0.0804991,0.879132,0.141421,0.01,0.530262,-4.59512,0.121195,2
1103,1747,892,3037,3465,1319,34,14,1,47,9,0.78403,4540.6,4435.98,0.450124,4186.47,1747,52,32,10,2,3,0,3.54746,3.74934,3.60509,19.1351,0.3364,2,0.381499,0.012386,0.030846,0.027525,0.012573,0.014758,0.008618,0.006787,0.004879,0.004117,0.004077,-0.679379,0.02,0.03,0,10.8162,9.88385,10.8153,0.324486,0.197677,0,0.382701,0.141421,0.48911,0.45533,-0.0435682,-0.179156,2
1104,1714,958,3103,3398,1188,34,15,1,48,7,0.339419,4153.5,4307.51,0.0524725,4195.24,1714,51,32,28,0,3,1,7.54336,7.51318,20.303,120.616,0.222857,4,0.038931,0.023163,0.016285,0.014981,0.015356,0.008887,0.006547,0.004637,0.003496,0.002805,0.002823,-1.24909,0,0.00382653,0.00127551,43.4322,44.6909,60.9091,0.166195,0,0.0776901,0.46154,0.101015,0.104416,0.216487,-2.1491,-1.28626,2
1105,1681,1024,3169,3333,1187,34,16,1,49,13,2.37493,4852.57,5315.61,1.87048,4660.59,1681,50,32,28,8,2,6,9.45036,5.03605,21.4749,41.3857,0.595025,4,0.012295,0.019595,0.011594,0.006914,0.006803,0.004046,0.002857,0.002086,0.001628,0.001279,0.001281,0.38478,0.0102041,0.00255102,0.00765306,19.5139,70.1433,64.4246,0.0497804,0.715748,0.493045,0.369515,0.101015,0.685702,0.723857,0.780101,0.963675,2
1106,1648,1090,3235,3266,1056,34,17,1,50,10,-0.374434,3999.74,4094.9,-0.720573,4343.84,1648,49,32,28,5,6,0,6.83538,8.3247,16.7601,4.29819,0.48861,4,0.049225,0.023044,0.013942,0.010507,0.008631,0.006003,0.003948,0.003026,0.002433,0.001926,0.002024,-0.0455691,0.00637755,0.00765306,0,53.3214,36.6957,50.2802,0.408072,0.234028,0,0.0274119,0.101015,0.320103,0.596466,-0.753298,0.390763,2
1107,1615,1156,3301,3201,1055,34,18,1,51,7,2.19314,4625.67,4852.97,1.5373,4215.23,1615,48,32,20,2,3,2,5.62263,7.022,6.08689,137.994,0.326475,2,0.018173,0.016435,0.013016,0.011111,0.011698,0.00746,0.005742,0.00405,0.002997,0.002559,0.002328,-0.724172,0.005,0.0075,0.005,37.9389,24.8295,18.2607,0.284542,0.124148,0.0913034,1.37994,0.0707107,0.424642,0.105957,-0.303747,-2.13272,2
1108,1582,1222,3367,3134,924,34,19,1,52,9,0.31936,4215.25,4419.52,0.333918,4243.62,1582,47,32,20,0,0,4,6.22878,6.95178,14.8362,52.3819,0.3741,2,0.004045,0.037132,0.015281,0.00776,0.015204,0.005325,0.005023,0.004459,0.003501,0.002759,0.002424,-0.514667,0,0,0.01,37.1839,30.4716,44.5087,0,0,0.445087,0.392865,0.0707107,0.339131,0.725676,-0.66717,0.972796,2
1109,1549,1288,3433,3069,923,34,20,1,53,4,0.10561,4111.4,4285.94,-0.0292864,4084.84,1549,46,32,10,2,0,2,3.71474,3.45783,5.40314,44.0139,0.3365,2,0.188858,0.012588,0.014263,0.032826,0.015601,0.015696,0.010557,0.006339,0.005561,0.003839,0.004349,-0.678931,0.02,0,0.02,9.19962,10.838,16.2094,0,0.216759,0.324188,0.440139,0.141421,0.156075,0.716789,-1.68773,0.928589,2
1110,1516,1354,3499,3002,792,34,21,1,54,10,0.181928,4366.23,4111.74,-0.832047,3909.66,1516,45,32,20,0,5,0,4.42137,3.85611,4.76773,31.5674,0.113225,4,0.070616,0.071725,0.03873,0.029756,0.02071,0.01874,0.012298,0.008699,0.006661,0.005394,0.005563,-2.05821,0,0.0125,0,11.441,15.3533,14.3032,0.143012,0,0,0.315674,0.141421,0.105361,0.162864,-2.13903,-1.63707,2
1111,1483,1420,3565,2937,791,34,22,1,55,9,0.679438,4163,4372.89,0.286092,4192.67,1483,44,32,10,3,0,2,3.95749,3.75603,4.1533,170.537,0.4018,2,0.367212,0.027112,0.018212,0.021908,0.012002,0.011609,0.006689,0.004436,0.003922,0.003002,0.002783,-0.397971,0.03,0,0.02,10.8548,12.3007,12.4599,0,0.36902,0.249198,1.70537,0.141421,0.46212,0.286407,-0.151812,-0.912899,2
1112,1450,1486,3631,2870,660,34,23,1,56,7,2.70036,5007,5089.7,2.43983,4101.06,1450,43,32,20,0,1,2,8.42502,6.62965,13.4896,179.395,0.2403,4,0.099275,0.046564,0.013598,0.013035,0.027752,0.006229,0.005493,0.005731,0.004347,0.003666,0.00371,-1.15104,0,0.0025,0.005,33.8178,55.7483,40.4688,0.0845445,0,0.202344,0.896977,0.141421,0.23309,0.01,-1.19094,-4.59512,2
1113,1417,1552,3697,2805,659,34,24,1,57,15,0.267043,4278.94,4182.47,-0.391773,3835.06,1417,42,32,28,5,0,0,3.73866,6.02554,11.5089,5.11953,0.0699745,2,0.034542,0.111922,0.009596,0.027695,0.035012,0.022201,0.014288,0.006791,0.006125,0.004142,0.004868,-2.58708,0.00637755,0,0,27.9355,10.9779,34.5267,0,0.0700124,0,0,0.0505076,0.01,0.01,-4.59512,-4.59512,2
